city,section,key,value,note
伊斯坦布尔,daily_budget,低,220,
伊斯坦布尔,daily_budget,中,550,
伊斯坦布尔,daily_budget,高,1800,
伊斯坦布尔,restaurants,低,Simit（芝麻圆面包）街头摊,
伊斯坦布尔,restaurants,低,Döner卷饼,
伊斯坦布尔,restaurants,低,当地börek馅饼店,
伊斯坦布尔,restaurants,中,Karaköy传统土耳其菜馆,
伊斯坦布尔,restaurants,中,卡德柯伊海鲜餐厅,
伊斯坦布尔,restaurants,中,Balıkçı Sabahattin烤鱼,
伊斯坦布尔,restaurants,高,Mikla 屋顶全景餐厅（米其林推荐）,
伊斯坦布尔,restaurants,高,Sunset Grill & Bar博斯普鲁斯景观,
伊斯坦布尔,restaurants,高,Neolokal 现代土耳其料理,
伊斯坦布尔,attractions,culture,伊斯坦布尔现代艺术博物馆,
伊斯坦布尔,attractions,culture,佩拉博物馆,
伊斯坦布尔,attractions,culture,土耳其伊斯兰艺术博物馆,
伊斯坦布尔,attractions,culture,卡里耶博物馆（科拉教堂）,
伊斯坦布尔,attractions,nature,博斯普鲁斯海峡游船,
伊斯坦布尔,attractions,nature,王子群岛一日游,
伊斯坦布尔,attractions,nature,贝尔格莱德森林徒步,
伊斯坦布尔,attractions,nature,Emirgan公园郁金香节（春季）,
伊斯坦布尔,attractions,food,卡帕利市集香料区,
伊斯坦布尔,attractions,food,贝西克塔斯鱼市,
伊斯坦布尔,attractions,food,卡德柯伊美食市场,
伊斯坦布尔,attractions,food,Karaköy码头烤鱼三明治,
伊斯坦布尔,attractions,shopping,大巴扎（Kapalıçarşı）,
伊斯坦布尔,attractions,shopping,埃及香料市集（Mısır Çarşısı）,
伊斯坦布尔,attractions,shopping,尼尚塔什精品区,
伊斯坦布尔,attractions,shopping,Kanyon购物中心,
伊斯坦布尔,attractions,history,圣索菲亚大教堂,
伊斯坦布尔,attractions,history,蓝色清真寺,
伊斯坦布尔,attractions,history,托普卡珀皇宫,
伊斯坦布尔,attractions,history,地下宫殿（Basilica Cistern）,
伊斯坦布尔,attractions,nightlife,贝伊奥卢İstiklal大道酒吧街,
伊斯坦布尔,attractions,nightlife,Karaköy精酿酒吧区,
伊斯坦布尔,attractions,nightlife,博斯普鲁斯海峡夜游船,
伊斯坦布尔,transport,transport,Istanbulkart 交通卡通用地铁/电车/公交/渡轮，跨洲渡轮是特色体验,
伊斯坦布尔,tips,tip,圣索菲亚目前为清真寺，进入需脱鞋并着装保守,
伊斯坦布尔,tips,tip,博斯普鲁斯渡轮是最便宜的跨洲方式，风景极佳,
广州,daily_budget,低,200,
广州,daily_budget,中,500,
广州,daily_budget,高,1500,
广州,restaurants,低,街头肠粉摊,
广州,restaurants,低,云吞面小馆,
广州,restaurants,低,大排档夜宵,
广州,restaurants,中,陶陶居早茶,
广州,restaurants,中,莲香楼,
广州,restaurants,中,深井烧鹅,
广州,restaurants,高,广州酒家,
广州,restaurants,高,泮溪酒家,
广州,restaurants,高,富临饭店,
广州,attractions,culture,陈家祠,
广州,attractions,culture,广州博物馆（镇海楼）,
广州,attractions,culture,南越王博物院,
广州,attractions,culture,广州大剧院,
广州,attractions,nature,越秀公园,
广州,attractions,nature,白云山,
广州,attractions,nature,珠江夜游,
广州,attractions,nature,海珠湿地公园,
广州,attractions,food,上下九步行街,
广州,attractions,food,北京路美食街,
广州,attractions,food,广州酒家,
广州,attractions,food,莲香楼早茶,
广州,attractions,shopping,天河城,
广州,attractions,shopping,正佳广场,
广州,attractions,shopping,太古汇,
广州,attractions,shopping,北京路步行街,
广州,attractions,history,陈家祠,
广州,attractions,history,南越王博物院,
广州,attractions,history,沙面岛租界历史建筑,
广州,attractions,history,黄埔军校旧址,
广州,attractions,nightlife,珠江新城夜生活,
广州,attractions,nightlife,珠江夜游,
广州,attractions,nightlife,琶醍啤酒文化创意艺术区,
广州,transport,transport,地铁14条线路全覆盖，推荐岭南通交通卡或扫码乘车，高铁枢纽广州南站连接全国,
广州,tips,tip,广式早茶文化体验不可错过，建议9:00-11:00前往老字号茶楼,
广州,tips,tip,上下九和北京路夜市人多注意随身财物,
里斯本,daily_budget,低,300,
里斯本,daily_budget,中,750,
里斯本,daily_budget,高,2200,
里斯本,restaurants,低,Pastel de nata 蛋塔咖啡馆,
里斯本,restaurants,低,Tasca平价葡式小馆,
里斯本,restaurants,低,超市Pingo Doce熟食区,
里斯本,restaurants,中,Time Out Market 多元美食,
里斯本,restaurants,中,阿尔法马烤沙丁鱼餐厅,
里斯本,restaurants,中,Zé da Mouraria葡式传统菜,
里斯本,restaurants,高,Belcanto 米其林二星（José Avillez）,
里斯本,restaurants,高,Alma 高级葡式创意料理,
里斯本,restaurants,高,Sea Me 高档海鲜餐厅,
里斯本,attractions,culture,古尔本基安博物馆（Gulbenkian）,
里斯本,attractions,culture,里斯本当代艺术博物馆（MOCA）,
里斯本,attractions,culture,法多音乐博物馆,
里斯本,attractions,culture,阿祖莱霍瓷砖博物馆（Museu do Azulejo）,
里斯本,attractions,nature,辛特拉山宫（Sintra宫殿群）,
里斯本,attractions,nature,卡斯凯什海滨（Cascais）,
里斯本,attractions,nature,阿里茹达自然公园,
里斯本,attractions,nature,蒙桑图城市森林公园,
里斯本,attractions,food,时代市场（Mercado da Ribeira/Time Out Market）,
里斯本,attractions,food,阿尔法马区烤沙丁鱼摊,
里斯本,attractions,food,Campo de Ourique菜市场,
里斯本,attractions,food,贝伦区蛋塔店（Pastéis de Belém）,
里斯本,attractions,shopping,希亚多区精品街（Rua Garrett）,
里斯本,attractions,shopping,阿尔法马跳蚤市场（Feira da Ladra）,
里斯本,attractions,shopping,Baixa商业区,
里斯本,attractions,shopping,LX Factory创意市集,
里斯本,attractions,history,热罗尼莫斯修道院（贝伦区）,
里斯本,attractions,history,贝伦塔,
里斯本,attractions,history,圣乔治城堡（Castelo de São Jorge）,
里斯本,attractions,history,阿尔法马老城区,
里斯本,attractions,nightlife,巴侯区（Bairro Alto）酒吧街,
里斯本,attractions,nightlife,Cais do Sodré粉红街（Pink Street）,
里斯本,attractions,nightlife,法多表演（Alfama区）,
里斯本,transport,transport,电车28号线是标志性游览方式，地铁+公交覆盖全市，Viva Viagem 卡通用,
里斯本,tips,tip,贝伦蛋塔原创店（Pastéis de Belém）排队值得等待,
里斯本,tips,tip,里斯本7座山丘城市，穿着舒适鞋子至关重要,
大阪,daily_budget,低,400,
大阪,daily_budget,中,900,
大阪,daily_budget,高,2800,
大阪,restaurants,低,章鱼烧（Wanaka道顿堀）,
大阪,restaurants,低,金龙拉面24小时,
大阪,restaurants,低,551蓬莱猪肉包,
大阪,restaurants,中,鶴橋風月大阪烧,
大阪,restaurants,中,串炸Daruma（新世界）,
大阪,restaurants,中,回转寿司海鲜丸,
大阪,restaurants,高,黑门市场金枪鱼/海胆丼,
大阪,restaurants,高,梅田高层餐厅景观怀石,
大阪,restaurants,高,Conrad大阪顶层餐厅,
大阪,attractions,culture,大阪城公园,
大阪,attractions,culture,海游馆（鲸鲨水族馆）,
大阪,attractions,culture,环球影城（USJ）,
大阪,attractions,culture,国立民族学博物馆,
大阪,attractions,nature,万博纪念公园,
大阪,attractions,nature,天保山海滨,
大阪,attractions,nature,长居植物园,
大阪,attractions,nature,住吉大社,
大阪,attractions,food,道顿堀美食街,
大阪,attractions,food,黑门市场（海鲜直采）,
大阪,attractions,food,心斋桥筋商店街,
大阪,attractions,food,新世界串炸一带,
大阪,attractions,shopping,心斋桥筋,
大阪,attractions,shopping,美国村（Amerika Mura）,
大阪,attractions,shopping,梅田地下街,
大阪,attractions,shopping,难波City,
大阪,attractions,history,大阪城天守阁,
大阪,attractions,history,住吉大社,
大阪,attractions,history,四天王寺（日本最古老寺院之一）,
大阪,attractions,history,适塾（史迹）,
大阪,attractions,nightlife,道顿堀格力高看板夜景,
大阪,attractions,nightlife,北新地酒吧街,
大阪,attractions,nightlife,南船场酒吧区,
大阪,attractions,nightlife,难波夜生活,
大阪,transport,transport,大阪Metro御堂筋线贯通南北，JR环状线连通主要景点，推荐ICOCA卡或大阪周游卡,
大阪,tips,tip,道顿堀格力高看板傍晚6-7点光线最佳，是必拍打卡地,
大阪,tips,tip,USJ任天堂世界须提前官网抢预约券，限量入场,
京都,daily_budget,低,350,
京都,daily_budget,中,850,
京都,daily_budget,高,2600,
京都,restaurants,低,锦市场章鱼蛋/玉子烧,
京都,restaurants,低,出町ふたば豆饼（¥210）,
京都,restaurants,低,拉面小路（京都站）,
京都,restaurants,中,南禅寺奥丹汤豆腐（400年老店）,
京都,restaurants,中,祇园咖啡馆套餐,
京都,restaurants,中,中村藤吉抹茶套餐,
京都,restaurants,高,祇园 さゝ木 懐石料理（需预约）,
京都,restaurants,高,菊乃井（米其林）,
京都,restaurants,高,俵屋旅馆会席料理,
京都,attractions,culture,伏见稻荷大社（千本鸟居）,
京都,attractions,culture,金阁寺,
京都,attractions,culture,清水寺舞台,
京都,attractions,culture,岚山竹林小径,
京都,attractions,nature,哲学之道（春樱秋叶）,
京都,attractions,nature,嵐山渡月桥,
京都,attractions,nature,贵船神社,
京都,attractions,nature,大原三千院,
京都,attractions,food,锦市场（京都厨房）,
京都,attractions,food,南禅寺附近汤豆腐,
京都,attractions,food,祇园周边抹茶甜品店,
京都,attractions,food,出町柳豆饼,
京都,attractions,shopping,祇园花见小路周边,
京都,attractions,shopping,清水坂参道,
京都,attractions,shopping,新京极商店街,
京都,attractions,shopping,锦市场,
京都,attractions,history,二条城（莺声地板）,
京都,attractions,history,龙安寺枯山水石庭,
京都,attractions,history,银阁寺,
京都,attractions,history,下鸭神社,
京都,attractions,nightlife,祇园白川南通傍晚散步,
京都,attractions,nightlife,先斗町小酒馆,
京都,attractions,nightlife,高台寺夜间特别参观（秋）,
京都,transport,transport,市巴士一日券¥700可无限次乘坐，206路连通清水寺/祇园/金阁寺；嵐電复古电车直达岚山,
京都,tips,tip,清晨7:00-9:00游览伏见稻荷、嵐山竹林，人少且光线最美,
京都,tips,tip,祇园花见小路禁止私人小巷拍摄，请尊重舞妓文化,
巴厘岛,daily_budget,低,200,
巴厘岛,daily_budget,中,600,
巴厘岛,daily_budget,高,2000,
巴厘岛,restaurants,低,Warung印尼炒饭（Nasi Goreng）,
巴厘岛,restaurants,低,Babi Guling（烤乳猪）小馆,
巴厘岛,restaurants,低,沙嗲街头摊位,
巴厘岛,restaurants,中,乌布夜市现炒海鲜,
巴厘岛,restaurants,中,金巴兰海滩烧烤套餐,
巴厘岛,restaurants,中,Locavore有机餐厅（乌布）,
巴厘岛,restaurants,高,Mozaic 米其林（乌布）,
巴厘岛,restaurants,高,Rock Bar（悬崖酒吧）晚餐,
巴厘岛,restaurants,高,努沙杜阿五星酒店餐厅,
巴厘岛,attractions,culture,乌布猴子森林,
巴厘岛,attractions,culture,皮雅庙（Pura Tirta Empul圣水庙）,
巴厘岛,attractions,culture,乌布皇宫,
巴厘岛,attractions,culture,巴厘岛艺术中心,
巴厘岛,attractions,nature,金巴兰日落海滩,
巴厘岛,attractions,nature,梯田（德哥拉朗梯田）,
巴厘岛,attractions,nature,布拉坦湖（湖上神庙）,
巴厘岛,attractions,nature,情人崖（Uluwatu）,
巴厘岛,attractions,food,乌布夜市,
巴厘岛,attractions,food,金巴兰海鲜烧烤滩,
巴厘岛,attractions,food,努沙杜阿高档餐厅区,
巴厘岛,attractions,food,Warung本地小馆,
巴厘岛,attractions,shopping,乌布艺术市场,
巴厘岛,attractions,shopping,水明漾精品街（Seminyak）,
巴厘岛,attractions,shopping,Deus神庙潮流概念店,
巴厘岛,attractions,shopping,Kuta海滩周边纪念品街,
巴厘岛,attractions,history,情人崖海神庙（Pura Luhur Uluwatu）,
巴厘岛,attractions,history,贝萨基母庙（巴厘岛最神圣庙宇）,
巴厘岛,attractions,history,塔那罗特庙（海上神庙）,
巴厘岛,attractions,nightlife,库塔/水明漾酒吧街,
巴厘岛,attractions,nightlife,Sky Garden夜店（库塔）,
巴厘岛,attractions,nightlife,情人崖Kecak火舞（日落表演）,
巴厘岛,transport,transport,租摩托车（约¥50/天）或包车（约¥200/天）是主要出行方式，南部景区可用Grab打车,
巴厘岛,tips,tip,进入庙宇须穿纱笼（可现场租借），尊重宗教习俗,
巴厘岛,tips,tip,旱季（5-9月）海况最佳，适合冲浪和浮潜；雨季（11-3月）价格低30%,
开罗,daily_budget,低,150,
开罗,daily_budget,中,450,
开罗,daily_budget,高,1600,
开罗,restaurants,低,街头库沙里（Koshary）,
开罗,restaurants,低,Hawawshi肉饼摊,
开罗,restaurants,低,哈利利市场茶馆,
开罗,restaurants,中,Abou El Sid传统埃及菜,
开罗,restaurants,中,Naguib Mahfouz咖啡馆,
开罗,restaurants,中,尼罗河畔烤鱼馆,
开罗,restaurants,高,Sequoia尼罗河景观餐厅,
开罗,restaurants,高,Four Seasons Nile Plaza顶层餐厅,
开罗,restaurants,高,Tamarai屋顶酒吧,
开罗,attractions,culture,开罗伊斯兰历史区（联合国教科文组织遗址）,
开罗,attractions,culture,科普特开罗（科普特博物馆/悬挂教堂）,
开罗,attractions,culture,艾资哈尔清真寺,
开罗,attractions,culture,萨拉丁城堡,
开罗,attractions,nature,尼罗河游船日落,
开罗,attractions,nature,法尤姆绿洲（骆驼沙漠体验）,
开罗,attractions,nature,西奈红海海岸（日间游）,
开罗,attractions,food,哈利利市场（Khan el-Khalili）街头小吃,
开罗,attractions,food,老城区拱廊餐厅,
开罗,attractions,food,开罗街头库沙里（Koshari）,
开罗,attractions,food,尼罗河畔河鱼料理,
开罗,attractions,shopping,哈利利市场（香料/手工艺品）,
开罗,attractions,shopping,马尔科亚购物中心,
开罗,attractions,shopping,伊斯兰集市（纸莎草画/铜器）,
开罗,attractions,shopping,Zamalek精品街,
开罗,attractions,history,吉萨大金字塔与狮身人面像,
开罗,attractions,history,埃及博物馆（图坦卡蒙黄金面具）,
开罗,attractions,history,孟菲斯露天博物馆（萨卡拉阶梯金字塔）,
开罗,attractions,history,路克索神庙（日游）,
开罗,attractions,nightlife,尼罗河游艇夜宴,
开罗,attractions,nightlife,Zamalek区酒吧与爵士,
开罗,attractions,nightlife,老城区咖啡馆水烟文化（Shisha）,
开罗,transport,transport,打车（Uber/Careem）是最便捷方式，地铁覆盖市中心三条线，景区间建议包车,
开罗,tips,tip,吉萨金字塔建议清晨7:00-9:00前往，避开热浪与人潮,
开罗,tips,tip,博物馆内严禁拍摄，如需摄影需额外购票,
哥本哈根,daily_budget,低,600,
哥本哈根,daily_budget,中,1400,
哥本哈根,daily_budget,高,4200,
哥本哈根,restaurants,低,Torvehallerne市场小吃,
哥本哈根,restaurants,低,Smørrebrød开放式三明治外卖,
哥本哈根,restaurants,低,连锁烘焙连锁店,
哥本哈根,restaurants,中,传统斯堪的纳维亚餐厅,
哥本哈根,restaurants,中,纽哈温河边中价海鲜馆,
哥本哈根,restaurants,中,植物性北欧料理（Ark）,
哥本哈根,restaurants,高,Noma（全球最佳餐厅之一，需提前数月预订）,
哥本哈根,restaurants,高,Kadeau北欧新料理,
哥本哈根,restaurants,高,AOC 米其林二星,
哥本哈根,attractions,culture,国家博物馆（丹麦历史）,
哥本哈根,attractions,culture,路易斯安纳现代艺术博物馆,
哥本哈根,attractions,culture,腓特烈堡城堡,
哥本哈根,attractions,culture,嘉士伯啤酒博物馆,
哥本哈根,attractions,nature,丹麦海岸线自行车道,
哥本哈根,attractions,nature,克伦堡城堡（哈姆雷特城堡）,
哥本哈根,attractions,nature,腓特烈松花园,
哥本哈根,attractions,nature,海峡浴场（夏季户外游泳）,
哥本哈根,attractions,food,纽哈温运河餐厅区（Nyhavn）,
哥本哈根,attractions,food,托维霍尔斯哈伦美食市场（Torvehallerne）,
哥本哈根,attractions,food,北欧新料理餐厅聚集区,
哥本哈根,attractions,food,嘉士伯啤酒馆,
哥本哈根,attractions,shopping,斯特罗伊耶步行街（Strøget）,
哥本哈根,attractions,shopping,Illum百货,
哥本哈根,attractions,shopping,Designmuseum设计精品,
哥本哈根,attractions,shopping,蒂沃里公园纪念品,
哥本哈根,attractions,history,克里斯蒂安堡宫（议会/皇室）,
哥本哈根,attractions,history,罗森堡城堡（王冠珠宝）,
哥本哈根,attractions,history,小美人鱼雕像（Langelinie码头）,
哥本哈根,attractions,history,纽哈温彩色木屋（17世纪商船码头）,
哥本哈根,attractions,nightlife,纽哈温夜间酒吧街,
哥本哈根,attractions,nightlife,蒂沃里游乐园夜场,
哥本哈根,attractions,nightlife,Vesterbro区时髦酒吧,
哥本哈根,attractions,nightlife,爵士音乐现场（Copenhagen Jazz）,
哥本哈根,transport,transport,地铁（Metro）+公交（S-tog）覆盖全市，Rejsekort充值卡通用；哥本哈根自行车道世界一流，骑行是本地人最常用出行方式,
哥本哈根,tips,tip,自行车是本地首选交通工具，机场/各大景点均有 Donkey Republic 共享单车,
哥本哈根,tips,tip,小美人鱼雕像体型较小，建议工作日清晨前往拍照避免拥挤,
苏黎世,daily_budget,低,700,
苏黎世,daily_budget,中,1600,
苏黎世,daily_budget,高,4800,
苏黎世,restaurants,低,超市Coop/Migros外卖熟食,
苏黎世,restaurants,低,面包房午餐套餐,
苏黎世,restaurants,低,市场摊位Wurst香肠,
苏黎世,restaurants,中,Zürcher Geschnetzeltes（传统苏黎世炒小牛肉）正宗馆,
苏黎世,restaurants,中,旧城区法式小馆,
苏黎世,restaurants,中,湖边Strandbar简餐,
苏黎世,restaurants,高,Kronenhalle（百年老店，毕加索/马蒂斯真迹装饰）,
苏黎世,restaurants,高,The Restaurant（四季酒店，米其林）,
苏黎世,restaurants,高,Pavillon Baur au Lac湖边高级餐厅,
苏黎世,attractions,culture,苏黎世美术馆（Kunsthaus Zürich）,
苏黎世,attractions,culture,瑞士国家博物馆（Landesmuseum）,
苏黎世,attractions,culture,苏黎世歌剧院,
苏黎世,attractions,culture,设计博物馆（Museum für Gestaltung）,
苏黎世,attractions,nature,苏黎世湖游船,
苏黎世,attractions,nature,乌特里贝格山（Uetliberg，城市全景）,
苏黎世,attractions,nature,莱茵瀑布（日间游，欧洲最大瀑布）,
苏黎世,attractions,nature,格拉鲁斯阿尔卑斯山徒步,
苏黎世,attractions,food,班霍夫大街美食（Bahnhofstrasse）,
苏黎世,attractions,food,大市场（Markthalle）周六早市,
苏黎世,attractions,food,旧城区芥末黄油鱼（Zürcher Geschnetzeltes）正宗餐厅,
苏黎世,attractions,food,林登霍夫广场咖啡馆,
苏黎世,attractions,shopping,班霍夫大街（世界顶级购物街）,
苏黎世,attractions,shopping,旧城区独立精品店,
苏黎世,attractions,shopping,手表/巧克力/瑞士刀专卖店,
苏黎世,attractions,shopping,Jelmoli百货,
苏黎世,attractions,history,苏黎世旧城区（Altstadt）,
苏黎世,attractions,history,大教堂（Grossmünster）,
苏黎世,attractions,history,女修道院教堂（Fraumünster，夏加尔彩绘玻璃）,
苏黎世,attractions,history,Lindenhügel要塞遗址,
苏黎世,attractions,nightlife,旧城区Niederdorf夜生活街区,
苏黎世,attractions,nightlife,湖畔露天酒吧（Badi，夏季）,
苏黎世,attractions,nightlife,工业区Zürich-West创意酒吧,
苏黎世,attractions,nightlife,爵士音乐节（7月）,
苏黎世,transport,transport,ZVV公共交通系统整合地铁/电车/公交/游船，Tageskarte日票推荐；苏黎世卡含免费公交+博物馆,
苏黎世,tips,tip,瑞士联邦铁路（SBB）可直达日内瓦、因特拉肯、卢塞恩等城市，建议购买Swiss Travel Pass,
苏黎世,tips,tip,巧克力/瑞士刀/手表在机场免税店通常无法享有本地精品店的折扣,
